task_label,project,started_at,ended_at,duration_minutes
deep_work,Portfolio,2025-02-19 00:00:00,2025-02-19 02:31:00,151
admin,Trabalho,2025-02-19 00:30:00,2025-02-19 03:16:00,166
pesquisa,Portfolio,2025-02-19 01:00:00,2025-02-19 01:43:00,43
reuniao,Consultoria,2025-02-19 01:30:00,2025-02-19 02:30:00,60
pesquisa,Trabalho,2025-02-19 02:00:00,2025-02-19 03:08:00,68
reuniao,Estudos,2025-02-19 02:30:00,2025-02-19 03:25:00,55
deep_work,Financeiro pessoal,2025-02-19 03:00:00,2025-02-19 03:29:00,29
pesquisa,Portfolio,2025-02-19 03:30:00,2025-02-19 05:07:00,97
foco,Portfolio,2025-02-19 04:00:00,2025-02-19 06:34:00,154
codando,Portfolio,2025-02-19 04:30:00,2025-02-19 07:09:00,159
foco,Portfolio,2025-02-19 05:00:00,2025-02-19 06:45:00,105
foco,Consultoria,2025-02-19 05:30:00,2025-02-19 06:49:00,79
foco,Consultoria,2025-02-19 06:00:00,2025-02-19 07:55:00,115
codando,Consultoria,2025-02-19 06:30:00,2025-02-19 06:57:00,27
foco,Consultoria,2025-02-19 07:00:00,2025-02-19 09:34:00,154
reuniao,Trabalho,2025-02-19 07:30:00,2025-02-19 09:36:00,126
pesquisa,Consultoria,2025-02-19 08:00:00,2025-02-19 09:17:00,77
deep_work,Trabalho,2025-02-19 08:30:00,2025-02-19 10:10:00,100
foco,Estudos,2025-02-19 09:00:00,2025-02-19 10:45:00,105
foco,Consultoria,2025-02-19 09:30:00,2025-02-19 10:23:00,53
deep_work,Estudos,2025-02-19 10:00:00,2025-02-19 11:43:00,103
deep_work,Consultoria,2025-02-19 10:30:00,2025-02-19 12:46:00,136
foco,Estudos,2025-02-19 11:00:00,2025-02-19 11:41:00,41
reuniao,Financeiro pessoal,2025-02-19 11:30:00,2025-02-19 14:18:00,168
deep_work,Estudos,2025-02-19 12:00:00,2025-02-19 12:34:00,34
pesquisa,Trabalho,2025-02-19 12:30:00,2025-02-19 15:02:00,152
pesquisa,Portfolio,2025-02-19 13:00:00,2025-02-19 15:01:00,121
reuniao,Estudos,2025-02-19 13:30:00,2025-02-19 16:14:00,164
codando,Portfolio,2025-02-19 14:00:00,2025-02-19 16:46:00,166
admin,Financeiro pessoal,2025-02-19 14:30:00,2025-02-19 14:54:00,24
reuniao,Financeiro pessoal,2025-02-19 15:00:00,2025-02-19 15:42:00,42
foco,Trabalho,2025-02-19 15:30:00,2025-02-19 17:12:00,102
admin,Trabalho,2025-02-19 16:00:00,2025-02-19 16:33:00,33
foco,Estudos,2025-02-19 16:30:00,2025-02-19 16:59:00,29
pesquisa,Consultoria,2025-02-19 17:00:00,2025-02-19 17:50:00,50
deep_work,Financeiro pessoal,2025-02-19 17:30:00,2025-02-19 20:10:00,160
foco,Portfolio,2025-02-19 18:00:00,2025-02-19 20:26:00,146
pesquisa,Consultoria,2025-02-19 18:30:00,2025-02-19 21:19:00,169
reuniao,Financeiro pessoal,2025-02-19 19:00:00,2025-02-19 19:56:00,56
foco,Estudos,2025-02-19 19:30:00,2025-02-19 22:07:00,157
pesquisa,Financeiro pessoal,2025-02-19 20:00:00,2025-02-19 20:50:00,50
deep_work,Trabalho,2025-02-19 20:30:00,2025-02-19 22:28:00,118
foco,Portfolio,2025-02-19 21:00:00,2025-02-19 21:54:00,54
codando,Portfolio,2025-02-19 21:30:00,2025-02-19 23:40:00,130
pesquisa,Trabalho,2025-02-19 22:00:00,2025-02-19 23:27:00,87
foco,Consultoria,2025-02-19 22:30:00,2025-02-20 00:46:00,136
deep_work,Trabalho,2025-02-19 23:00:00,2025-02-20 01:25:00,145
foco,Portfolio,2025-02-19 23:30:00,2025-02-19 23:55:00,25
foco,Estudos,2025-02-20 00:00:00,2025-02-20 02:18:00,138
codando,Consultoria,2025-02-20 00:30:00,2025-02-20 03:25:00,175
pesquisa,Financeiro pessoal,2025-02-20 01:00:00,2025-02-20 01:49:00,49
admin,Estudos,2025-02-20 01:30:00,2025-02-20 04:24:00,174
foco,Consultoria,2025-02-20 02:00:00,2025-02-20 03:28:00,88
admin,Portfolio,2025-02-20 02:30:00,2025-02-20 04:37:00,127
reuniao,Portfolio,2025-02-20 03:00:00,2025-02-20 03:54:00,54
foco,Estudos,2025-02-20 03:30:00,2025-02-20 05:32:00,122
admin,Consultoria,2025-02-20 04:00:00,2025-02-20 05:03:00,63
reuniao,Financeiro pessoal,2025-02-20 04:30:00,2025-02-20 07:12:00,162
codando,Financeiro pessoal,2025-02-20 05:00:00,2025-02-20 07:59:00,179
pesquisa,Trabalho,2025-02-20 05:30:00,2025-02-20 06:18:00,48
foco,Estudos,2025-02-20 06:00:00,2025-02-20 06:25:00,25
pesquisa,Consultoria,2025-02-20 06:30:00,2025-02-20 07:16:00,46
reuniao,Estudos,2025-02-20 07:00:00,2025-02-20 07:47:00,47
pesquisa,Financeiro pessoal,2025-02-20 07:30:00,2025-02-20 10:02:00,152
pesquisa,Consultoria,2025-02-20 08:00:00,2025-02-20 09:15:00,75
deep_work,Portfolio,2025-02-20 08:30:00,2025-02-20 10:41:00,131
reuniao,Portfolio,2025-02-20 09:00:00,2025-02-20 10:13:00,73
pesquisa,Consultoria,2025-02-20 09:30:00,2025-02-20 11:09:00,99
admin,Estudos,2025-02-20 10:00:00,2025-02-20 12:04:00,124
reuniao,Estudos,2025-02-20 10:30:00,2025-02-20 11:07:00,37
deep_work,Portfolio,2025-02-20 11:00:00,2025-02-20 12:02:00,62
foco,Portfolio,2025-02-20 11:30:00,2025-02-20 13:18:00,108
codando,Financeiro pessoal,2025-02-20 12:00:00,2025-02-20 13:33:00,93
pesquisa,Consultoria,2025-02-20 12:30:00,2025-02-20 15:26:00,176
admin,Estudos,2025-02-20 13:00:00,2025-02-20 13:29:00,29
deep_work,Financeiro pessoal,2025-02-20 13:30:00,2025-02-20 16:03:00,153
reuniao,Estudos,2025-02-20 14:00:00,2025-02-20 15:48:00,108
codando,Portfolio,2025-02-20 14:30:00,2025-02-20 17:01:00,151
codando,Consultoria,2025-02-20 15:00:00,2025-02-20 15:53:00,53
pesquisa,Trabalho,2025-02-20 15:30:00,2025-02-20 17:12:00,102
deep_work,Consultoria,2025-02-20 16:00:00,2025-02-20 18:31:00,151
deep_work,Trabalho,2025-02-20 16:30:00,2025-02-20 18:27:00,117
admin,Financeiro pessoal,2025-02-20 17:00:00,2025-02-20 17:50:00,50
foco,Trabalho,2025-02-20 17:30:00,2025-02-20 19:09:00,99
foco,Trabalho,2025-02-20 18:00:00,2025-02-20 19:19:00,79
foco,Financeiro pessoal,2025-02-20 18:30:00,2025-02-20 18:51:00,21
codando,Consultoria,2025-02-20 19:00:00,2025-02-20 19:55:00,55
codando,Financeiro pessoal,2025-02-20 19:30:00,2025-02-20 21:54:00,144
reuniao,Portfolio,2025-02-20 20:00:00,2025-02-20 22:50:00,170
codando,Portfolio,2025-02-20 20:30:00,2025-02-20 22:32:00,122
codando,Trabalho,2025-02-20 21:00:00,2025-02-20 23:15:00,135
deep_work,Financeiro pessoal,2025-02-20 21:30:00,2025-02-20 23:30:00,120
reuniao,Financeiro pessoal,2025-02-20 22:00:00,2025-02-20 23:05:00,65
deep_work,Financeiro pessoal,2025-02-20 22:30:00,2025-02-21 00:09:00,99
admin,Consultoria,2025-02-20 23:00:00,2025-02-21 01:06:00,126
admin,Estudos,2025-02-20 23:30:00,2025-02-21 00:33:00,63
reuniao,Estudos,2025-02-21 00:00:00,2025-02-21 02:46:00,166
reuniao,Estudos,2025-02-21 00:30:00,2025-02-21 01:38:00,68
codando,Consultoria,2025-02-21 01:00:00,2025-02-21 02:47:00,107
admin,Financeiro pessoal,2025-02-21 01:30:00,2025-02-21 02:47:00,77
pesquisa,Estudos,2025-02-21 02:00:00,2025-02-21 03:50:00,110
foco,Financeiro pessoal,2025-02-21 02:30:00,2025-02-21 05:04:00,154
codando,Trabalho,2025-02-21 03:00:00,2025-02-21 04:53:00,113
foco,Estudos,2025-02-21 03:30:00,2025-02-21 05:07:00,97
admin,Trabalho,2025-02-21 04:00:00,2025-02-21 06:21:00,141
foco,Consultoria,2025-02-21 04:30:00,2025-02-21 07:12:00,162
pesquisa,Portfolio,2025-02-21 05:00:00,2025-02-21 06:35:00,95
pesquisa,Consultoria,2025-02-21 05:30:00,2025-02-21 06:42:00,72
deep_work,Consultoria,2025-02-21 06:00:00,2025-02-21 06:42:00,42
reuniao,Consultoria,2025-02-21 06:30:00,2025-02-21 08:06:00,96
foco,Estudos,2025-02-21 07:00:00,2025-02-21 08:32:00,92
pesquisa,Trabalho,2025-02-21 07:30:00,2025-02-21 09:17:00,107
reuniao,Estudos,2025-02-21 08:00:00,2025-02-21 10:02:00,122
reuniao,Portfolio,2025-02-21 08:30:00,2025-02-21 10:23:00,113
deep_work,Consultoria,2025-02-21 09:00:00,2025-02-21 10:19:00,79
reuniao,Financeiro pessoal,2025-02-21 09:30:00,2025-02-21 09:59:00,29
reuniao,Portfolio,2025-02-21 10:00:00,2025-02-21 12:01:00,121
codando,Trabalho,2025-02-21 10:30:00,2025-02-21 11:47:00,77
admin,Portfolio,2025-02-21 11:00:00,2025-02-21 13:42:00,162
deep_work,Estudos,2025-02-21 11:30:00,2025-02-21 11:58:00,28
deep_work,Financeiro pessoal,2025-02-21 12:00:00,2025-02-21 12:32:00,32
foco,Estudos,2025-02-21 12:30:00,2025-02-21 15:20:00,170
reuniao,Consultoria,2025-02-21 13:00:00,2025-02-21 15:36:00,156
foco,Consultoria,2025-02-21 13:30:00,2025-02-21 16:00:00,150
codando,Portfolio,2025-02-21 14:00:00,2025-02-21 15:32:00,92
pesquisa,Consultoria,2025-02-21 14:30:00,2025-02-21 16:45:00,135
reuniao,Consultoria,2025-02-21 15:00:00,2025-02-21 17:52:00,172
pesquisa,Trabalho,2025-02-21 15:30:00,2025-02-21 17:54:00,144
admin,Trabalho,2025-02-21 16:00:00,2025-02-21 18:10:00,130
codando,Estudos,2025-02-21 16:30:00,2025-02-21 18:00:00,90
reuniao,Estudos,2025-02-21 17:00:00,2025-02-21 18:48:00,108
foco,Trabalho,2025-02-21 17:30:00,2025-02-21 18:09:00,39
foco,Portfolio,2025-02-21 18:00:00,2025-02-21 19:40:00,100
reuniao,Trabalho,2025-02-21 18:30:00,2025-02-21 20:19:00,109
foco,Estudos,2025-02-21 19:00:00,2025-02-21 19:38:00,38
reuniao,Financeiro pessoal,2025-02-21 19:30:00,2025-02-21 21:41:00,131
deep_work,Consultoria,2025-02-21 20:00:00,2025-02-21 22:30:00,150
foco,Financeiro pessoal,2025-02-21 20:30:00,2025-02-21 22:36:00,126
reuniao,Financeiro pessoal,2025-02-21 21:00:00,2025-02-21 23:20:00,140
reuniao,Consultoria,2025-02-21 21:30:00,2025-02-21 23:21:00,111
foco,Trabalho,2025-02-21 22:00:00,2025-02-22 00:46:00,166
deep_work,Portfolio,2025-02-21 22:30:00,2025-02-22 00:09:00,99
foco,Financeiro pessoal,2025-02-21 23:00:00,2025-02-21 23:50:00,50
reuniao,Portfolio,2025-02-21 23:30:00,2025-02-22 00:42:00,72
deep_work,Estudos,2025-02-22 00:00:00,2025-02-22 02:12:00,132
pesquisa,Financeiro pessoal,2025-02-22 00:30:00,2025-02-22 01:23:00,53
admin,Estudos,2025-02-22 01:00:00,2025-02-22 01:50:00,50
foco,Trabalho,2025-02-22 01:30:00,2025-02-22 04:08:00,158
codando,Financeiro pessoal,2025-02-22 02:00:00,2025-02-22 02:25:00,25
reuniao,Estudos,2025-02-22 02:30:00,2025-02-22 03:16:00,46
deep_work,Estudos,2025-02-22 03:00:00,2025-02-22 03:26:00,26
deep_work,Trabalho,2025-02-22 03:30:00,2025-02-22 04:38:00,68
pesquisa,Portfolio,2025-02-22 04:00:00,2025-02-22 05:55:00,115
foco,Portfolio,2025-02-22 04:30:00,2025-02-22 05:49:00,79
codando,Financeiro pessoal,2025-02-22 05:00:00,2025-02-22 05:52:00,52
deep_work,Trabalho,2025-02-22 05:30:00,2025-02-22 06:36:00,66
pesquisa,Financeiro pessoal,2025-02-22 06:00:00,2025-02-22 08:18:00,138
reuniao,Portfolio,2025-02-22 06:30:00,2025-02-22 07:16:00,46
pesquisa,Trabalho,2025-02-22 07:00:00,2025-02-22 07:41:00,41
foco,Consultoria,2025-02-22 07:30:00,2025-02-22 08:36:00,66
pesquisa,Trabalho,2025-02-22 08:00:00,2025-02-22 09:52:00,112
deep_work,Trabalho,2025-02-22 08:30:00,2025-02-22 11:27:00,177
deep_work,Consultoria,2025-02-22 09:00:00,2025-02-22 09:21:00,21
admin,Estudos,2025-02-22 09:30:00,2025-02-22 12:12:00,162
pesquisa,Estudos,2025-02-22 10:00:00,2025-02-22 11:06:00,66
reuniao,Estudos,2025-02-22 10:30:00,2025-02-22 11:16:00,46
codando,Portfolio,2025-02-22 11:00:00,2025-02-22 11:46:00,46
codando,Trabalho,2025-02-22 11:30:00,2025-02-22 14:10:00,160
foco,Consultoria,2025-02-22 12:00:00,2025-02-22 14:44:00,164
admin,Portfolio,2025-02-22 12:30:00,2025-02-22 14:04:00,94
pesquisa,Consultoria,2025-02-22 13:00:00,2025-02-22 13:29:00,29
reuniao,Portfolio,2025-02-22 13:30:00,2025-02-22 15:50:00,140
admin,Portfolio,2025-02-22 14:00:00,2025-02-22 14:52:00,52
deep_work,Portfolio,2025-02-22 14:30:00,2025-02-22 16:55:00,145
foco,Consultoria,2025-02-22 15:00:00,2025-02-22 15:27:00,27
pesquisa,Financeiro pessoal,2025-02-22 15:30:00,2025-02-22 18:04:00,154
codando,Portfolio,2025-02-22 16:00:00,2025-02-22 17:30:00,90
reuniao,Estudos,2025-02-22 16:30:00,2025-02-22 19:04:00,154
deep_work,Trabalho,2025-02-22 17:00:00,2025-02-22 18:00:00,60
admin,Financeiro pessoal,2025-02-22 17:30:00,2025-02-22 19:47:00,137
foco,Financeiro pessoal,2025-02-22 18:00:00,2025-02-22 19:14:00,74
admin,Consultoria,2025-02-22 18:30:00,2025-02-22 18:56:00,26
codando,Financeiro pessoal,2025-02-22 19:00:00,2025-02-22 20:43:00,103
admin,Consultoria,2025-02-22 19:30:00,2025-02-22 22:15:00,165
reuniao,Consultoria,2025-02-22 20:00:00,2025-02-22 21:37:00,97
deep_work,Estudos,2025-02-22 20:30:00,2025-02-22 21:42:00,72
pesquisa,Portfolio,2025-02-22 21:00:00,2025-02-22 21:33:00,33
reuniao,Financeiro pessoal,2025-02-22 21:30:00,2025-02-23 00:18:00,168
codando,Portfolio,2025-02-22 22:00:00,2025-02-23 00:12:00,132
foco,Portfolio,2025-02-22 22:30:00,2025-02-22 23:46:00,76
codando,Portfolio,2025-02-22 23:00:00,2025-02-23 00:50:00,110
codando,Consultoria,2025-02-22 23:30:00,2025-02-23 00:35:00,65
admin,Portfolio,2025-02-23 00:00:00,2025-02-23 02:53:00,173
foco,Financeiro pessoal,2025-02-23 00:30:00,2025-02-23 02:20:00,110
reuniao,Consultoria,2025-02-23 01:00:00,2025-02-23 03:51:00,171
codando,Financeiro pessoal,2025-02-23 01:30:00,2025-02-23 04:02:00,152
reuniao,Consultoria,2025-02-23 02:00:00,2025-02-23 04:01:00,121
pesquisa,Trabalho,2025-02-23 02:30:00,2025-02-23 04:35:00,125
admin,Trabalho,2025-02-23 03:00:00,2025-02-23 05:27:00,147
reuniao,Trabalho,2025-02-23 03:30:00,2025-02-23 04:21:00,51
foco,Trabalho,2025-02-23 04:00:00,2025-02-23 04:25:00,25
codando,Consultoria,2025-02-23 04:30:00,2025-02-23 06:03:00,93
pesquisa,Portfolio,2025-02-23 05:00:00,2025-02-23 07:34:00,154
foco,Estudos,2025-02-23 05:30:00,2025-02-23 06:18:00,48
admin,Estudos,2025-02-23 06:00:00,2025-02-23 06:53:00,53
pesquisa,Trabalho,2025-02-23 06:30:00,2025-02-23 06:56:00,26
pesquisa,Portfolio,2025-02-23 07:00:00,2025-02-23 08:40:00,100
pesquisa,Financeiro pessoal,2025-02-23 07:30:00,2025-02-23 09:06:00,96
codando,Portfolio,2025-02-23 08:00:00,2025-02-23 09:17:00,77
deep_work,Financeiro pessoal,2025-02-23 08:30:00,2025-02-23 10:14:00,104
pesquisa,Estudos,2025-02-23 09:00:00,2025-02-23 11:58:00,178
foco,Portfolio,2025-02-23 09:30:00,2025-02-23 11:02:00,92
foco,Portfolio,2025-02-23 10:00:00,2025-02-23 11:04:00,64
admin,Estudos,2025-02-23 10:30:00,2025-02-23 11:36:00,66
reuniao,Portfolio,2025-02-23 11:00:00,2025-02-23 12:36:00,96
reuniao,Financeiro pessoal,2025-02-23 11:30:00,2025-02-23 13:02:00,92
deep_work,Portfolio,2025-02-23 12:00:00,2025-02-23 14:15:00,135
codando,Financeiro pessoal,2025-02-23 12:30:00,2025-02-23 13:19:00,49
codando,Trabalho,2025-02-23 13:00:00,2025-02-23 14:30:00,90
pesquisa,Portfolio,2025-02-23 13:30:00,2025-02-23 16:14:00,164
deep_work,Financeiro pessoal,2025-02-23 14:00:00,2025-02-23 16:02:00,122
admin,Estudos,2025-02-23 14:30:00,2025-02-23 17:02:00,152
admin,Trabalho,2025-02-23 15:00:00,2025-02-23 17:03:00,123
reuniao,Portfolio,2025-02-23 15:30:00,2025-02-23 17:51:00,141
admin,Financeiro pessoal,2025-02-23 16:00:00,2025-02-23 18:28:00,148
pesquisa,Portfolio,2025-02-23 16:30:00,2025-02-23 17:20:00,50
foco,Financeiro pessoal,2025-02-23 17:00:00,2025-02-23 19:08:00,128
admin,Portfolio,2025-02-23 17:30:00,2025-02-23 19:01:00,91
deep_work,Trabalho,2025-02-23 18:00:00,2025-02-23 20:57:00,177
pesquisa,Trabalho,2025-02-23 18:30:00,2025-02-23 20:56:00,146
admin,Portfolio,2025-02-23 19:00:00,2025-02-23 20:44:00,104
codando,Portfolio,2025-02-23 19:30:00,2025-02-23 20:04:00,34
admin,Consultoria,2025-02-23 20:00:00,2025-02-23 21:15:00,75
codando,Portfolio,2025-02-23 20:30:00,2025-02-23 21:16:00,46
pesquisa,Portfolio,2025-02-23 21:00:00,2025-02-23 21:21:00,21
admin,Trabalho,2025-02-23 21:30:00,2025-02-23 23:03:00,93
codando,Portfolio,2025-02-23 22:00:00,2025-02-23 23:23:00,83
foco,Estudos,2025-02-23 22:30:00,2025-02-23 22:54:00,24
reuniao,Portfolio,2025-02-23 23:00:00,2025-02-24 00:50:00,110
pesquisa,Consultoria,2025-02-23 23:30:00,2025-02-24 00:57:00,87
codando,Financeiro pessoal,2025-02-24 00:00:00,2025-02-24 02:40:00,160
deep_work,Trabalho,2025-02-24 00:30:00,2025-02-24 02:10:00,100
admin,Estudos,2025-02-24 01:00:00,2025-02-24 02:44:00,104
codando,Financeiro pessoal,2025-02-24 01:30:00,2025-02-24 02:12:00,42
codando,Estudos,2025-02-24 02:00:00,2025-02-24 03:56:00,116
codando,Trabalho,2025-02-24 02:30:00,2025-02-24 04:53:00,143
reuniao,Consultoria,2025-02-24 03:00:00,2025-02-24 03:56:00,56
deep_work,Trabalho,2025-02-24 03:30:00,2025-02-24 04:19:00,49
deep_work,Estudos,2025-02-24 04:00:00,2025-02-24 06:50:00,170
foco,Estudos,2025-02-24 04:30:00,2025-02-24 06:46:00,136
reuniao,Trabalho,2025-02-24 05:00:00,2025-02-24 05:28:00,28
codando,Portfolio,2025-02-24 05:30:00,2025-02-24 08:01:00,151
pesquisa,Trabalho,2025-02-24 06:00:00,2025-02-24 07:25:00,85
reuniao,Consultoria,2025-02-24 06:30:00,2025-02-24 08:49:00,139
reuniao,Trabalho,2025-02-24 07:00:00,2025-02-24 09:23:00,143
deep_work,Financeiro pessoal,2025-02-24 07:30:00,2025-02-24 10:29:00,179
foco,Portfolio,2025-02-24 08:00:00,2025-02-24 09:03:00,63
foco,Financeiro pessoal,2025-02-24 08:30:00,2025-02-24 10:38:00,128
reuniao,Trabalho,2025-02-24 09:00:00,2025-02-24 09:56:00,56
reuniao,Portfolio,2025-02-24 09:30:00,2025-02-24 10:56:00,86
admin,Financeiro pessoal,2025-02-24 10:00:00,2025-02-24 11:19:00,79
codando,Financeiro pessoal,2025-02-24 10:30:00,2025-02-24 11:25:00,55
deep_work,Portfolio,2025-02-24 11:00:00,2025-02-24 12:08:00,68
codando,Portfolio,2025-02-24 11:30:00,2025-02-24 13:36:00,126
pesquisa,Estudos,2025-02-24 12:00:00,2025-02-24 12:27:00,27
pesquisa,Portfolio,2025-02-24 12:30:00,2025-02-24 13:30:00,60
foco,Trabalho,2025-02-24 13:00:00,2025-02-24 15:00:00,120
deep_work,Consultoria,2025-02-24 13:30:00,2025-02-24 15:42:00,132
codando,Estudos,2025-02-24 14:00:00,2025-02-24 16:08:00,128
foco,Portfolio,2025-02-24 14:30:00,2025-02-24 16:15:00,105
pesquisa,Consultoria,2025-02-24 15:00:00,2025-02-24 16:37:00,97
reuniao,Estudos,2025-02-24 15:30:00,2025-02-24 16:44:00,74
deep_work,Trabalho,2025-02-24 16:00:00,2025-02-24 18:09:00,129
deep_work,Consultoria,2025-02-24 16:30:00,2025-02-24 19:15:00,165
codando,Portfolio,2025-02-24 17:00:00,2025-02-24 18:24:00,84
admin,Portfolio,2025-02-24 17:30:00,2025-02-24 18:53:00,83
codando,Trabalho,2025-02-24 18:00:00,2025-02-24 20:39:00,159
reuniao,Estudos,2025-02-24 18:30:00,2025-02-24 20:47:00,137
reuniao,Consultoria,2025-02-24 19:00:00,2025-02-24 20:01:00,61
foco,Trabalho,2025-02-24 19:30:00,2025-02-24 21:46:00,136
deep_work,Estudos,2025-02-24 20:00:00,2025-02-24 21:09:00,69
foco,Financeiro pessoal,2025-02-24 20:30:00,2025-02-24 21:37:00,67
reuniao,Financeiro pessoal,2025-02-24 21:00:00,2025-02-24 22:32:00,92
admin,Estudos,2025-02-24 21:30:00,2025-02-25 00:05:00,155
deep_work,Portfolio,2025-02-24 22:00:00,2025-02-25 00:52:00,172
reuniao,Portfolio,2025-02-24 22:30:00,2025-02-25 01:04:00,154
admin,Financeiro pessoal,2025-02-24 23:00:00,2025-02-25 01:05:00,125
codando,Portfolio,2025-02-24 23:30:00,2025-02-24 23:57:00,27
pesquisa,Portfolio,2025-02-25 00:00:00,2025-02-25 02:09:00,129
reuniao,Estudos,2025-02-25 00:30:00,2025-02-25 01:20:00,50
pesquisa,Estudos,2025-02-25 01:00:00,2025-02-25 01:31:00,31
foco,Portfolio,2025-02-25 01:30:00,2025-02-25 03:56:00,146
pesquisa,Estudos,2025-02-25 02:00:00,2025-02-25 03:16:00,76
reuniao,Consultoria,2025-02-25 02:30:00,2025-02-25 05:09:00,159
pesquisa,Financeiro pessoal,2025-02-25 03:00:00,2025-02-25 03:46:00,46
deep_work,Consultoria,2025-02-25 03:30:00,2025-02-25 04:35:00,65
reuniao,Consultoria,2025-02-25 04:00:00,2025-02-25 06:34:00,154
admin,Portfolio,2025-02-25 04:30:00,2025-02-25 05:50:00,80
pesquisa,Portfolio,2025-02-25 05:00:00,2025-02-25 06:17:00,77
deep_work,Consultoria,2025-02-25 05:30:00,2025-02-25 06:02:00,32
foco,Consultoria,2025-02-25 06:00:00,2025-02-25 07:59:00,119
foco,Trabalho,2025-02-25 06:30:00,2025-02-25 07:38:00,68
pesquisa,Trabalho,2025-02-25 07:00:00,2025-02-25 07:54:00,54
foco,Financeiro pessoal,2025-02-25 07:30:00,2025-02-25 09:23:00,113
admin,Consultoria,2025-02-25 08:00:00,2025-02-25 09:54:00,114
reuniao,Estudos,2025-02-25 08:30:00,2025-02-25 11:14:00,164
deep_work,Trabalho,2025-02-25 09:00:00,2025-02-25 10:31:00,91
codando,Portfolio,2025-02-25 09:30:00,2025-02-25 11:52:00,142
pesquisa,Consultoria,2025-02-25 10:00:00,2025-02-25 10:29:00,29
foco,Estudos,2025-02-25 10:30:00,2025-02-25 10:53:00,23
reuniao,Estudos,2025-02-25 11:00:00,2025-02-25 13:24:00,144
codando,Estudos,2025-02-25 11:30:00,2025-02-25 12:18:00,48
admin,Portfolio,2025-02-25 12:00:00,2025-02-25 13:05:00,65
foco,Trabalho,2025-02-25 12:30:00,2025-02-25 14:06:00,96
foco,Estudos,2025-02-25 13:00:00,2025-02-25 14:18:00,78
deep_work,Trabalho,2025-02-25 13:30:00,2025-02-25 14:55:00,85
admin,Financeiro pessoal,2025-02-25 14:00:00,2025-02-25 16:06:00,126
admin,Portfolio,2025-02-25 14:30:00,2025-02-25 16:15:00,105
pesquisa,Trabalho,2025-02-25 15:00:00,2025-02-25 17:32:00,152
codando,Trabalho,2025-02-25 15:30:00,2025-02-25 15:58:00,28
deep_work,Estudos,2025-02-25 16:00:00,2025-02-25 16:39:00,39
pesquisa,Estudos,2025-02-25 16:30:00,2025-02-25 19:18:00,168
deep_work,Portfolio,2025-02-25 17:00:00,2025-02-25 19:26:00,146
admin,Trabalho,2025-02-25 17:30:00,2025-02-25 18:06:00,36
deep_work,Consultoria,2025-02-25 18:00:00,2025-02-25 18:31:00,31
deep_work,Estudos,2025-02-25 18:30:00,2025-02-25 20:11:00,101
deep_work,Estudos,2025-02-25 19:00:00,2025-02-25 20:26:00,86
reuniao,Financeiro pessoal,2025-02-25 19:30:00,2025-02-25 22:02:00,152
reuniao,Portfolio,2025-02-25 20:00:00,2025-02-25 21:12:00,72
codando,Trabalho,2025-02-25 20:30:00,2025-02-25 23:16:00,166
codando,Trabalho,2025-02-25 21:00:00,2025-02-25 23:44:00,164
admin,Trabalho,2025-02-25 21:30:00,2025-02-25 22:43:00,73
deep_work,Estudos,2025-02-25 22:00:00,2025-02-25 23:27:00,87
admin,Portfolio,2025-02-25 22:30:00,2025-02-25 23:24:00,54
reuniao,Trabalho,2025-02-25 23:00:00,2025-02-26 00:47:00,107
deep_work,Consultoria,2025-02-25 23:30:00,2025-02-26 02:10:00,160
pesquisa,Financeiro pessoal,2025-02-26 00:00:00,2025-02-26 00:34:00,34
reuniao,Financeiro pessoal,2025-02-26 00:30:00,2025-02-26 01:04:00,34
reuniao,Trabalho,2025-02-26 01:00:00,2025-02-26 01:50:00,50
reuniao,Estudos,2025-02-26 01:30:00,2025-02-26 03:36:00,126
deep_work,Financeiro pessoal,2025-02-26 02:00:00,2025-02-26 04:55:00,175
codando,Financeiro pessoal,2025-02-26 02:30:00,2025-02-26 02:59:00,29
foco,Financeiro pessoal,2025-02-26 03:00:00,2025-02-26 04:16:00,76
pesquisa,Financeiro pessoal,2025-02-26 03:30:00,2025-02-26 03:56:00,26
pesquisa,Trabalho,2025-02-26 04:00:00,2025-02-26 06:32:00,152
admin,Portfolio,2025-02-26 04:30:00,2025-02-26 06:54:00,144
deep_work,Portfolio,2025-02-26 05:00:00,2025-02-26 07:18:00,138
codando,Estudos,2025-02-26 05:30:00,2025-02-26 07:09:00,99
reuniao,Consultoria,2025-02-26 06:00:00,2025-02-26 08:23:00,143
foco,Portfolio,2025-02-26 06:30:00,2025-02-26 07:46:00,76
deep_work,Consultoria,2025-02-26 07:00:00,2025-02-26 08:31:00,91
deep_work,Portfolio,2025-02-26 07:30:00,2025-02-26 08:17:00,47
codando,Portfolio,2025-02-26 08:00:00,2025-02-26 08:55:00,55
foco,Estudos,2025-02-26 08:30:00,2025-02-26 09:45:00,75
reuniao,Financeiro pessoal,2025-02-26 09:00:00,2025-02-26 11:15:00,135
deep_work,Estudos,2025-02-26 09:30:00,2025-02-26 10:48:00,78
pesquisa,Portfolio,2025-02-26 10:00:00,2025-02-26 12:22:00,142
pesquisa,Financeiro pessoal,2025-02-26 10:30:00,2025-02-26 11:55:00,85
foco,Financeiro pessoal,2025-02-26 11:00:00,2025-02-26 11:28:00,28
reuniao,Financeiro pessoal,2025-02-26 11:30:00,2025-02-26 14:03:00,153
