date,category,description,amount
2031-10-14,assinaturas,Taxi/Uber,242.14
2031-10-15,lazer,Mercado,276.12
2031-10-16,lazer,Assinatura mensal,87.88
2031-10-17,assinaturas,Farmácia,403.04
2031-10-18,saude,Restaurante,219.86
2031-10-19,saude,Mercado,56.19
2031-10-20,assinaturas,Taxi/Uber,153.81
2031-10-21,assinaturas,Assinatura mensal,217.25
2031-10-22,mercado,Assinatura mensal,9.51
2031-10-23,alimentacao,Farmácia,19.2
2031-10-24,saude,Mercado,29.71
2031-10-25,mercado,Mercado,244.47
2031-10-26,lazer,Assinatura mensal,154.56
2031-10-27,lazer,Compra,402.43
2031-10-28,lazer,Assinatura mensal,253.86
2031-10-29,assinaturas,Taxi/Uber,343.15
2031-10-30,transporte,Mercado,310.77
2031-10-31,mercado,Farmácia,236.54
2031-11-01,transporte,Mercado,336.4
2031-11-02,alimentacao,Assinatura mensal,247.39
2031-11-03,alimentacao,Taxi/Uber,176.53
2031-11-04,mercado,Compra,198.93
2031-11-05,lazer,Mercado,378.13
2031-11-06,saude,Assinatura mensal,255.66
2031-11-07,alimentacao,Restaurante,172.9
2031-11-08,transporte,Assinatura mensal,84.99
2031-11-09,transporte,Assinatura mensal,225.43
2031-11-10,saude,Taxi/Uber,117.32
2031-11-11,assinaturas,Assinatura mensal,430.23
2031-11-12,lazer,Assinatura mensal,223.49
2031-11-13,assinaturas,Assinatura mensal,8.98
2031-11-14,mercado,Mercado,46.33
2031-11-15,alimentacao,Assinatura mensal,131.52
2031-11-16,saude,Taxi/Uber,46.01
2031-11-17,saude,Restaurante,402.81
2031-11-18,saude,Mercado,385.19
2031-11-19,assinaturas,Restaurante,437.03
2031-11-20,assinaturas,Assinatura mensal,319.38
2031-11-21,mercado,Compra,292.23
2031-11-22,transporte,Restaurante,415.96
2031-11-23,transporte,Taxi/Uber,426.14
2031-11-24,mercado,Compra,395.48
2031-11-25,saude,Taxi/Uber,388.36
2031-11-26,transporte,Compra,303.91
2031-11-27,mercado,Assinatura mensal,5.71
2031-11-28,transporte,Compra,196.14
2031-11-29,mercado,Restaurante,287.87
2031-11-30,transporte,Compra,248.47
2031-12-01,saude,Taxi/Uber,370.4
2031-12-02,assinaturas,Assinatura mensal,369.41
2031-12-03,assinaturas,Taxi/Uber,271.41
2031-12-04,saude,Assinatura mensal,14.79
2031-12-05,transporte,Restaurante,169.35
2031-12-06,saude,Farmácia,106.82
2031-12-07,mercado,Mercado,155.76
2031-12-08,assinaturas,Restaurante,279.7
2031-12-09,alimentacao,Restaurante,34.58
2031-12-10,transporte,Mercado,14.9
2031-12-11,alimentacao,Taxi/Uber,199.41
2031-12-12,alimentacao,Restaurante,358.14
2031-12-13,lazer,Assinatura mensal,18.66
2031-12-14,alimentacao,Compra,382.83
2031-12-15,alimentacao,Restaurante,175.83
2031-12-16,saude,Mercado,57.61
2031-12-17,lazer,Restaurante,257.54
2031-12-18,lazer,Taxi/Uber,428.8
2031-12-19,lazer,Taxi/Uber,246.42
2031-12-20,mercado,Taxi/Uber,310.55
2031-12-21,lazer,Assinatura mensal,368.31
2031-12-22,saude,Restaurante,360.71
2031-12-23,mercado,Taxi/Uber,37.54
2031-12-24,transporte,Farmácia,334.74
2031-12-25,mercado,Compra,427.51
2031-12-26,transporte,Taxi/Uber,316.79
2031-12-27,lazer,Assinatura mensal,377.22
2031-12-28,lazer,Compra,221.07
2031-12-29,transporte,Compra,146.99
2031-12-30,assinaturas,Mercado,305.93
2031-12-31,saude,Taxi/Uber,224.03
2032-01-01,mercado,Taxi/Uber,403.4
2032-01-02,saude,Restaurante,438.6
2032-01-03,saude,Assinatura mensal,369.81
2032-01-04,alimentacao,Farmácia,446.74
2032-01-05,lazer,Restaurante,160.02
2032-01-06,mercado,Farmácia,403.61
2032-01-07,saude,Mercado,151.82
2032-01-08,mercado,Farmácia,57.53
2032-01-09,saude,Assinatura mensal,281.51
2032-01-10,lazer,Mercado,207.47
2032-01-11,saude,Taxi/Uber,415.16
2032-01-12,transporte,Farmácia,224.03
2032-01-13,lazer,Assinatura mensal,417.8
2032-01-14,mercado,Assinatura mensal,39.99
2032-01-15,assinaturas,Taxi/Uber,374.58
2032-01-16,saude,Assinatura mensal,342.81
2032-01-17,transporte,Mercado,325.39
2032-01-18,lazer,Mercado,163.04
2032-01-19,alimentacao,Restaurante,353.77
2032-01-20,lazer,Compra,220.07
2032-01-21,mercado,Taxi/Uber,323.27
2032-01-22,mercado,Assinatura mensal,250.74
2032-01-23,alimentacao,Farmácia,75.06
2032-01-24,transporte,Restaurante,33.73
2032-01-25,mercado,Mercado,167.95
2032-01-26,transporte,Taxi/Uber,420.09
2032-01-27,transporte,Taxi/Uber,240.73
2032-01-28,lazer,Mercado,361.98
2032-01-29,transporte,Compra,261.3
2032-01-30,saude,Taxi/Uber,431.27
2032-01-31,mercado,Assinatura mensal,169.41
2032-02-01,mercado,Farmácia,30.39
2032-02-02,assinaturas,Farmácia,352.4
2032-02-03,transporte,Mercado,318.93
2032-02-04,assinaturas,Taxi/Uber,239.75
2032-02-05,lazer,Farmácia,150.24
2032-02-06,assinaturas,Taxi/Uber,88.78
2032-02-07,transporte,Mercado,219.61
2032-02-08,mercado,Compra,301.46
2032-02-09,lazer,Farmácia,262.6
2032-02-10,transporte,Assinatura mensal,199.68
2032-02-11,lazer,Restaurante,245.16
2032-02-12,alimentacao,Mercado,53.04
2032-02-13,transporte,Restaurante,314.65
2032-02-14,alimentacao,Compra,331.74
2032-02-15,assinaturas,Assinatura mensal,10.1
2032-02-16,transporte,Restaurante,125.38
2032-02-17,alimentacao,Assinatura mensal,45.99
2032-02-18,saude,Farmácia,449.21
2032-02-19,mercado,Taxi/Uber,269.04
2032-02-20,assinaturas,Mercado,212.25
2032-02-21,transporte,Assinatura mensal,211.04
2032-02-22,transporte,Farmácia,434.32
2032-02-23,mercado,Compra,298.64
2032-02-24,mercado,Assinatura mensal,80.05
2032-02-25,alimentacao,Compra,204.43
2032-02-26,alimentacao,Mercado,349.52
2032-02-27,alimentacao,Farmácia,193.39
2032-02-28,lazer,Compra,142.74
2032-02-29,assinaturas,Taxi/Uber,446.09
2032-03-01,transporte,Restaurante,421.36
2032-03-02,assinaturas,Compra,423.99
2032-03-03,mercado,Compra,63.59
2032-03-04,saude,Farmácia,109.24
2032-03-05,assinaturas,Farmácia,201.72
2032-03-06,assinaturas,Assinatura mensal,375.3
2032-03-07,alimentacao,Restaurante,332.89
2032-03-08,mercado,Compra,383.1
2032-03-09,assinaturas,Compra,414.74
2032-03-10,transporte,Farmácia,352.44
2032-03-11,alimentacao,Taxi/Uber,121.49
2032-03-12,assinaturas,Farmácia,132.02
2032-03-13,mercado,Taxi/Uber,161.86
2032-03-14,saude,Restaurante,139.87
2032-03-15,transporte,Farmácia,115.85
2032-03-16,saude,Restaurante,339.86
2032-03-17,mercado,Mercado,20.13
2032-03-18,mercado,Compra,329.14
2032-03-19,mercado,Restaurante,371.49
2032-03-20,saude,Taxi/Uber,34.39
2032-03-21,lazer,Mercado,32.52
2032-03-22,transporte,Taxi/Uber,132.03
2032-03-23,mercado,Assinatura mensal,97.7
2032-03-24,lazer,Assinatura mensal,263.6
2032-03-25,alimentacao,Compra,305.58
2032-03-26,lazer,Mercado,287.19
2032-03-27,alimentacao,Mercado,164.02
2032-03-28,saude,Assinatura mensal,226.79
2032-03-29,lazer,Compra,289.8
2032-03-30,saude,Restaurante,58.14
2032-03-31,mercado,Assinatura mensal,107.13
2032-04-01,lazer,Mercado,401.27
2032-04-02,lazer,Taxi/Uber,157.34
2032-04-03,mercado,Mercado,361.51
2032-04-04,alimentacao,Compra,116.69
2032-04-05,mercado,Mercado,23.53
2032-04-06,transporte,Farmácia,227.68
2032-04-07,lazer,Mercado,402.15
2032-04-08,transporte,Farmácia,369.58
2032-04-09,mercado,Assinatura mensal,117.56
2032-04-10,saude,Restaurante,409.92
2032-04-11,mercado,Farmácia,218.47
2032-04-12,assinaturas,Mercado,26.8
2032-04-13,transporte,Restaurante,17.43
2032-04-14,assinaturas,Restaurante,220.88
2032-04-15,transporte,Mercado,248.11
2032-04-16,saude,Mercado,40.56
2032-04-17,assinaturas,Compra,415.4
2032-04-18,assinaturas,Assinatura mensal,324.61
2032-04-19,transporte,Farmácia,361.57
2032-04-20,mercado,Taxi/Uber,264.89
2032-04-21,alimentacao,Farmácia,300.28
2032-04-22,mercado,Mercado,177.6
2032-04-23,alimentacao,Taxi/Uber,307.29
2032-04-24,transporte,Taxi/Uber,440.29
2032-04-25,lazer,Farmácia,293.23
2032-04-26,mercado,Farmácia,157.03
2032-04-27,assinaturas,Farmácia,131.93
2032-04-28,mercado,Farmácia,433.69
2032-04-29,transporte,Assinatura mensal,87.33
2032-04-30,lazer,Compra,363.76
2032-05-01,lazer,Compra,212.04
2032-05-02,mercado,Farmácia,202.47
2032-05-03,mercado,Compra,337.65
2032-05-04,saude,Farmácia,70.88
2032-05-05,mercado,Farmácia,212.5
2032-05-06,transporte,Farmácia,20.95
2032-05-07,alimentacao,Restaurante,303.33
2032-05-08,saude,Assinatura mensal,30.98
2032-05-09,alimentacao,Mercado,43.84
2032-05-10,assinaturas,Compra,380.95
2032-05-11,transporte,Compra,202.12
2032-05-12,saude,Assinatura mensal,94.43
2032-05-13,lazer,Assinatura mensal,268.7
2032-05-14,saude,Farmácia,236.08
2032-05-15,assinaturas,Farmácia,187.85
2032-05-16,lazer,Restaurante,407.91
2032-05-17,saude,Restaurante,338.51
2032-05-18,lazer,Mercado,72.46
2032-05-19,mercado,Compra,258.99
2032-05-20,lazer,Assinatura mensal,44.49
2032-05-21,saude,Mercado,113.87
2032-05-22,lazer,Compra,409.89
2032-05-23,transporte,Mercado,210.63
2032-05-24,mercado,Mercado,401.99
2032-05-25,mercado,Farmácia,78.87
2032-05-26,assinaturas,Mercado,96.38
2032-05-27,mercado,Farmácia,162.01
2032-05-28,alimentacao,Compra,168.01
2032-05-29,transporte,Restaurante,336.65
2032-05-30,assinaturas,Compra,271.74
2032-05-31,alimentacao,Farmácia,251.2
2032-06-01,lazer,Restaurante,273.06
2032-06-02,alimentacao,Taxi/Uber,330.83
2032-06-03,assinaturas,Restaurante,402.3
2032-06-04,mercado,Mercado,189.56
2032-06-05,transporte,Compra,362.3
2032-06-06,assinaturas,Mercado,225.32
2032-06-07,alimentacao,Restaurante,326.32
2032-06-08,alimentacao,Taxi/Uber,394.3
2032-06-09,assinaturas,Mercado,19.34
2032-06-10,saude,Taxi/Uber,248.25
2032-06-11,saude,Assinatura mensal,445.27
2032-06-12,assinaturas,Taxi/Uber,225.82
2032-06-13,saude,Compra,389.62
2032-06-14,assinaturas,Restaurante,87.73
2032-06-15,mercado,Farmácia,273.91
2032-06-16,assinaturas,Farmácia,392.29
2032-06-17,lazer,Mercado,197.03
2032-06-18,transporte,Restaurante,221.59
2032-06-19,transporte,Assinatura mensal,41.5
2032-06-20,lazer,Mercado,23.77
2032-06-21,alimentacao,Taxi/Uber,213.58
2032-06-22,alimentacao,Farmácia,380.35
2032-06-23,alimentacao,Taxi/Uber,419.44
2032-06-24,alimentacao,Farmácia,298.1
2032-06-25,mercado,Farmácia,372.75
2032-06-26,lazer,Farmácia,332.01
2032-06-27,transporte,Restaurante,317.16
2032-06-28,lazer,Compra,347.22
2032-06-29,transporte,Restaurante,229.86
2032-06-30,alimentacao,Taxi/Uber,208.78
2032-07-01,mercado,Restaurante,75.82
2032-07-02,assinaturas,Mercado,380.5
2032-07-03,assinaturas,Assinatura mensal,24.85
2032-07-04,saude,Mercado,124.01
2032-07-05,alimentacao,Restaurante,236.36
2032-07-06,alimentacao,Taxi/Uber,437.36
2032-07-07,lazer,Assinatura mensal,354.76
2032-07-08,mercado,Mercado,169.06
2032-07-09,mercado,Assinatura mensal,322.71
2032-07-10,lazer,Taxi/Uber,419.46
2032-07-11,mercado,Farmácia,244.8
2032-07-12,mercado,Taxi/Uber,210.56
2032-07-13,assinaturas,Compra,251.08
2032-07-14,mercado,Assinatura mensal,143.63
2032-07-15,alimentacao,Taxi/Uber,408.77
2032-07-16,assinaturas,Farmácia,359.79
2032-07-17,alimentacao,Farmácia,318.94
2032-07-18,alimentacao,Taxi/Uber,267.15
2032-07-19,lazer,Mercado,436.42
2032-07-20,saude,Taxi/Uber,137.48
2032-07-21,mercado,Farmácia,131.0
2032-07-22,mercado,Taxi/Uber,112.75
2032-07-23,mercado,Compra,335.09
2032-07-24,mercado,Mercado,359.79
2032-07-25,assinaturas,Taxi/Uber,270.72
2032-07-26,transporte,Farmácia,295.13
2032-07-27,alimentacao,Taxi/Uber,160.29
2032-07-28,saude,Taxi/Uber,22.69
2032-07-29,saude,Assinatura mensal,117.87
2032-07-30,transporte,Taxi/Uber,265.01
2032-07-31,transporte,Compra,366.76
2032-08-01,transporte,Farmácia,350.85
2032-08-02,assinaturas,Restaurante,84.87
2032-08-03,transporte,Assinatura mensal,27.89
2032-08-04,assinaturas,Restaurante,383.5
2032-08-05,lazer,Taxi/Uber,38.64
2032-08-06,lazer,Mercado,180.02
2032-08-07,saude,Compra,46.93
2032-08-08,lazer,Compra,256.0
2032-08-09,assinaturas,Compra,166.68
2032-08-10,assinaturas,Assinatura mensal,95.11
2032-08-11,alimentacao,Taxi/Uber,269.85
2032-08-12,transporte,Compra,166.71
2032-08-13,mercado,Taxi/Uber,79.22
2032-08-14,mercado,Mercado,316.54
2032-08-15,transporte,Taxi/Uber,377.38
2032-08-16,mercado,Restaurante,126.82
2032-08-17,mercado,Taxi/Uber,87.96
2032-08-18,mercado,Taxi/Uber,38.49
2032-08-19,saude,Farmácia,239.92
2032-08-20,assinaturas,Restaurante,374.93
2032-08-21,assinaturas,Assinatura mensal,116.6
2032-08-22,assinaturas,Taxi/Uber,209.98
2032-08-23,transporte,Compra,76.56
2032-08-24,lazer,Farmácia,184.87
2032-08-25,saude,Taxi/Uber,11.87
2032-08-26,saude,Farmácia,410.27
2032-08-27,mercado,Assinatura mensal,306.07
2032-08-28,alimentacao,Farmácia,153.1
2032-08-29,assinaturas,Compra,397.13
2032-08-30,saude,Taxi/Uber,86.4
2032-08-31,saude,Compra,40.04
2032-09-01,alimentacao,Mercado,424.47
2032-09-02,mercado,Farmácia,142.51
2032-09-03,saude,Farmácia,421.51
2032-09-04,saude,Farmácia,288.74
2032-09-05,lazer,Restaurante,441.12
2032-09-06,alimentacao,Assinatura mensal,340.28
2032-09-07,mercado,Restaurante,51.94
2032-09-08,mercado,Compra,384.24
2032-09-09,assinaturas,Mercado,70.81
2032-09-10,lazer,Assinatura mensal,313.03
2032-09-11,mercado,Assinatura mensal,227.68
2032-09-12,lazer,Taxi/Uber,319.94
2032-09-13,assinaturas,Mercado,345.42
2032-09-14,alimentacao,Farmácia,362.63
2032-09-15,saude,Restaurante,376.57
2032-09-16,saude,Farmácia,382.01
2032-09-17,transporte,Taxi/Uber,188.6
2032-09-18,transporte,Restaurante,400.71
2032-09-19,transporte,Farmácia,325.21
2032-09-20,saude,Compra,378.34
2032-09-21,lazer,Farmácia,445.19
2032-09-22,transporte,Restaurante,56.8
2032-09-23,alimentacao,Compra,169.91
2032-09-24,mercado,Taxi/Uber,363.91
2032-09-25,lazer,Taxi/Uber,43.41
2032-09-26,saude,Compra,245.65
2032-09-27,alimentacao,Restaurante,386.99
2032-09-28,saude,Restaurante,13.45
2032-09-29,lazer,Farmácia,423.09
2032-09-30,lazer,Taxi/Uber,440.27
2032-10-01,lazer,Taxi/Uber,148.42
2032-10-02,assinaturas,Compra,346.22
2032-10-03,mercado,Taxi/Uber,61.59
2032-10-04,transporte,Farmácia,348.92
2032-10-05,assinaturas,Taxi/Uber,219.28
2032-10-06,mercado,Compra,387.82
2032-10-07,saude,Farmácia,99.61
2032-10-08,transporte,Mercado,304.33
2032-10-09,assinaturas,Compra,354.82
2032-10-10,assinaturas,Mercado,95.11
2032-10-11,alimentacao,Taxi/Uber,369.14
2032-10-12,assinaturas,Farmácia,431.3
2032-10-13,lazer,Taxi/Uber,279.15
2032-10-14,saude,Farmácia,354.26
2032-10-15,assinaturas,Assinatura mensal,242.0
2032-10-16,lazer,Taxi/Uber,271.16
2032-10-17,mercado,Taxi/Uber,10.94
2032-10-18,mercado,Taxi/Uber,238.31
2032-10-19,lazer,Restaurante,261.13
2032-10-20,alimentacao,Compra,303.17
2032-10-21,alimentacao,Restaurante,80.38
2032-10-22,mercado,Farmácia,112.41
2032-10-23,saude,Farmácia,341.42
2032-10-24,assinaturas,Farmácia,79.6
2032-10-25,mercado,Compra,190.13
2032-10-26,mercado,Farmácia,116.47
2032-10-27,lazer,Restaurante,247.61
2032-10-28,alimentacao,Restaurante,444.16
2032-10-29,saude,Taxi/Uber,384.16
2032-10-30,lazer,Mercado,124.92
2032-10-31,mercado,Assinatura mensal,169.03
2032-11-01,transporte,Farmácia,413.79
2032-11-02,assinaturas,Compra,404.74
2032-11-03,mercado,Compra,76.43
2032-11-04,lazer,Farmácia,374.03
2032-11-05,transporte,Mercado,137.44
2032-11-06,transporte,Restaurante,246.99
2032-11-07,mercado,Farmácia,7.27
2032-11-08,saude,Compra,449.37
2032-11-09,alimentacao,Assinatura mensal,343.69
2032-11-10,transporte,Mercado,112.57
2032-11-11,assinaturas,Farmácia,309.29
2032-11-12,lazer,Assinatura mensal,135.52
2032-11-13,lazer,Farmácia,44.81
2032-11-14,lazer,Mercado,194.26
2032-11-15,mercado,Compra,278.1
2032-11-16,lazer,Restaurante,44.95
2032-11-17,lazer,Restaurante,235.69
2032-11-18,assinaturas,Mercado,234.11
2032-11-19,alimentacao,Taxi/Uber,284.75
2032-11-20,saude,Restaurante,113.87
2032-11-21,mercado,Farmácia,14.19
2032-11-22,mercado,Assinatura mensal,149.56
2032-11-23,lazer,Assinatura mensal,182.37
2032-11-24,assinaturas,Restaurante,287.9
2032-11-25,transporte,Mercado,418.93
2032-11-26,lazer,Mercado,95.51
2032-11-27,lazer,Mercado,310.86
2032-11-28,mercado,Assinatura mensal,48.34
2032-11-29,mercado,Compra,89.83
2032-11-30,lazer,Assinatura mensal,231.56
2032-12-01,mercado,Compra,320.23
2032-12-02,assinaturas,Mercado,387.06
2032-12-03,transporte,Taxi/Uber,336.04
2032-12-04,transporte,Assinatura mensal,11.83
2032-12-05,transporte,Mercado,309.35
2032-12-06,lazer,Assinatura mensal,371.97
2032-12-07,saude,Mercado,238.86
2032-12-08,lazer,Assinatura mensal,434.69
2032-12-09,lazer,Farmácia,6.92
2032-12-10,assinaturas,Assinatura mensal,369.3
2032-12-11,transporte,Farmácia,153.99
2032-12-12,mercado,Compra,294.45
2032-12-13,mercado,Assinatura mensal,313.6
2032-12-14,alimentacao,Compra,141.28
2032-12-15,alimentacao,Taxi/Uber,447.96
2032-12-16,saude,Restaurante,50.95
2032-12-17,mercado,Restaurante,74.88
2032-12-18,transporte,Farmácia,402.03
2032-12-19,lazer,Assinatura mensal,58.04
2032-12-20,mercado,Restaurante,174.67
2032-12-21,saude,Compra,331.25
2032-12-22,saude,Restaurante,357.21
2032-12-23,mercado,Restaurante,429.83
2032-12-24,alimentacao,Mercado,356.36
2032-12-25,transporte,Restaurante,380.82
2032-12-26,mercado,Compra,427.47
2032-12-27,lazer,Restaurante,251.39
2032-12-28,lazer,Assinatura mensal,157.83
2032-12-29,assinaturas,Restaurante,343.92
2032-12-30,lazer,Taxi/Uber,77.78
2032-12-31,mercado,Restaurante,35.36
2033-01-01,mercado,Farmácia,354.47
2033-01-02,lazer,Mercado,428.05
2033-01-03,alimentacao,Compra,201.89
2033-01-04,transporte,Restaurante,76.7
2033-01-05,saude,Restaurante,226.17
2033-01-06,mercado,Assinatura mensal,180.03
2033-01-07,lazer,Assinatura mensal,170.75
2033-01-08,saude,Farmácia,284.5
2033-01-09,lazer,Mercado,82.76
2033-01-10,mercado,Compra,174.31
2033-01-11,assinaturas,Compra,391.56
2033-01-12,transporte,Compra,329.7
2033-01-13,mercado,Farmácia,29.74
2033-01-14,saude,Farmácia,233.69
2033-01-15,lazer,Restaurante,45.63
2033-01-16,assinaturas,Mercado,431.09
2033-01-17,mercado,Compra,113.87
2033-01-18,transporte,Compra,420.02
2033-01-19,assinaturas,Restaurante,376.13
2033-01-20,saude,Mercado,250.36
2033-01-21,lazer,Mercado,154.66
2033-01-22,alimentacao,Mercado,386.79
2033-01-23,transporte,Assinatura mensal,72.99
2033-01-24,assinaturas,Mercado,85.09
2033-01-25,mercado,Taxi/Uber,105.0
2033-01-26,mercado,Farmácia,270.98
2033-01-27,assinaturas,Mercado,144.87
2033-01-28,mercado,Assinatura mensal,445.19
2033-01-29,assinaturas,Taxi/Uber,91.83
2033-01-30,transporte,Assinatura mensal,363.5
2033-01-31,mercado,Assinatura mensal,47.65
2033-02-01,transporte,Restaurante,162.28
2033-02-02,lazer,Assinatura mensal,113.47
2033-02-03,lazer,Assinatura mensal,439.69
2033-02-04,lazer,Compra,16.45
2033-02-05,lazer,Farmácia,326.14
2033-02-06,mercado,Restaurante,115.24
2033-02-07,assinaturas,Restaurante,366.01
2033-02-08,mercado,Compra,143.49
2033-02-09,saude,Taxi/Uber,88.34
2033-02-10,mercado,Compra,313.4
2033-02-11,transporte,Restaurante,119.62
2033-02-12,assinaturas,Taxi/Uber,221.07
2033-02-13,alimentacao,Restaurante,63.53
2033-02-14,alimentacao,Mercado,327.45
2033-02-15,assinaturas,Taxi/Uber,186.04
2033-02-16,alimentacao,Restaurante,67.56
2033-02-17,assinaturas,Compra,335.01
2033-02-18,transporte,Restaurante,51.0
2033-02-19,transporte,Compra,260.8
2033-02-20,mercado,Taxi/Uber,275.33
2033-02-21,alimentacao,Compra,419.01
2033-02-22,assinaturas,Taxi/Uber,72.19
2033-02-23,transporte,Assinatura mensal,295.74
2033-02-24,mercado,Farmácia,174.44
2033-02-25,alimentacao,Taxi/Uber,183.36
2033-02-26,alimentacao,Assinatura mensal,228.31
2033-02-27,alimentacao,Assinatura mensal,109.03
2033-02-28,transporte,Assinatura mensal,210.23
2033-03-01,transporte,Assinatura mensal,310.65
2033-03-02,alimentacao,Taxi/Uber,208.42
2033-03-03,transporte,Compra,23.92
2033-03-04,alimentacao,Assinatura mensal,119.73
2033-03-05,lazer,Mercado,161.4
2033-03-06,transporte,Assinatura mensal,162.85
2033-03-07,assinaturas,Compra,41.05
2033-03-08,transporte,Compra,205.06
2033-03-09,alimentacao,Farmácia,312.92
2033-03-10,assinaturas,Farmácia,26.66
2033-03-11,mercado,Assinatura mensal,339.16
2033-03-12,assinaturas,Assinatura mensal,430.02
2033-03-13,assinaturas,Restaurante,9.16
2033-03-14,transporte,Restaurante,91.19
2033-03-15,saude,Farmácia,246.85
2033-03-16,assinaturas,Assinatura mensal,102.03
2033-03-17,assinaturas,Restaurante,345.26
2033-03-18,alimentacao,Mercado,143.9
2033-03-19,transporte,Taxi/Uber,135.66
2033-03-20,alimentacao,Farmácia,5.41
2033-03-21,transporte,Farmácia,125.21
2033-03-22,mercado,Compra,101.86
2033-03-23,saude,Assinatura mensal,157.74
2033-03-24,assinaturas,Farmácia,70.71
2033-03-25,transporte,Farmácia,269.62
2033-03-26,assinaturas,Restaurante,111.24
2033-03-27,assinaturas,Mercado,375.13
2033-03-28,lazer,Assinatura mensal,131.63
2033-03-29,alimentacao,Taxi/Uber,98.84
2033-03-30,saude,Mercado,30.25
2033-03-31,transporte,Taxi/Uber,334.26
2033-04-01,mercado,Compra,231.15
2033-04-02,saude,Farmácia,55.63
2033-04-03,lazer,Restaurante,103.49
2033-04-04,alimentacao,Mercado,449.43
2033-04-05,mercado,Taxi/Uber,363.68
2033-04-06,mercado,Assinatura mensal,160.69
2033-04-07,assinaturas,Compra,246.44
2033-04-08,alimentacao,Compra,190.13
2033-04-09,lazer,Farmácia,21.19
2033-04-10,transporte,Farmácia,351.51
2033-04-11,transporte,Taxi/Uber,324.06
2033-04-12,lazer,Taxi/Uber,186.92
2033-04-13,assinaturas,Compra,381.42
2033-04-14,assinaturas,Taxi/Uber,242.96
2033-04-15,mercado,Farmácia,34.02
2033-04-16,alimentacao,Compra,120.44
2033-04-17,mercado,Compra,210.49
2033-04-18,transporte,Assinatura mensal,51.03
2033-04-19,lazer,Assinatura mensal,259.13
2033-04-20,alimentacao,Taxi/Uber,58.65
2033-04-21,lazer,Taxi/Uber,94.23
2033-04-22,alimentacao,Farmácia,402.82
2033-04-23,saude,Farmácia,449.92
2033-04-24,transporte,Assinatura mensal,249.86
2033-04-25,transporte,Compra,280.74
2033-04-26,saude,Mercado,359.86
2033-04-27,alimentacao,Restaurante,314.78
2033-04-28,assinaturas,Restaurante,86.2
2033-04-29,alimentacao,Mercado,188.19
2033-04-30,transporte,Taxi/Uber,243.13
2033-05-01,lazer,Restaurante,165.07
2033-05-02,mercado,Restaurante,83.37
2033-05-03,lazer,Mercado,332.57
2033-05-04,transporte,Mercado,93.49
2033-05-05,lazer,Assinatura mensal,120.92
2033-05-06,assinaturas,Compra,132.5
2033-05-07,assinaturas,Farmácia,76.99
2033-05-08,alimentacao,Assinatura mensal,383.05
2033-05-09,lazer,Restaurante,276.72
2033-05-10,lazer,Farmácia,376.46
2033-05-11,transporte,Assinatura mensal,224.71
2033-05-12,alimentacao,Assinatura mensal,236.21
2033-05-13,alimentacao,Mercado,279.18
2033-05-14,lazer,Farmácia,170.06
2033-05-15,mercado,Assinatura mensal,225.98
2033-05-16,lazer,Mercado,248.38
2033-05-17,lazer,Taxi/Uber,429.33
2033-05-18,lazer,Farmácia,397.89
2033-05-19,assinaturas,Assinatura mensal,62.51
2033-05-20,saude,Restaurante,23.37
2033-05-21,alimentacao,Taxi/Uber,307.75
2033-05-22,saude,Mercado,26.89
2033-05-23,assinaturas,Assinatura mensal,31.86
2033-05-24,mercado,Restaurante,75.87
2033-05-25,transporte,Mercado,161.51
2033-05-26,mercado,Mercado,198.57
2033-05-27,alimentacao,Restaurante,236.12
2033-05-28,transporte,Mercado,446.57
2033-05-29,saude,Farmácia,176.43
2033-05-30,mercado,Taxi/Uber,113.03
2033-05-31,alimentacao,Taxi/Uber,260.99
2033-06-01,mercado,Compra,100.74
2033-06-02,transporte,Assinatura mensal,423.54
2033-06-03,transporte,Mercado,120.37
2033-06-04,mercado,Assinatura mensal,445.52
2033-06-05,assinaturas,Taxi/Uber,191.31
2033-06-06,mercado,Taxi/Uber,366.65
2033-06-07,saude,Mercado,293.48
2033-06-08,mercado,Farmácia,420.4
2033-06-09,mercado,Restaurante,283.31
2033-06-10,assinaturas,Mercado,263.64
2033-06-11,lazer,Mercado,295.52
2033-06-12,transporte,Compra,354.98
2033-06-13,saude,Restaurante,404.98
2033-06-14,alimentacao,Farmácia,123.73
2033-06-15,transporte,Assinatura mensal,94.39
2033-06-16,transporte,Restaurante,20.29
2033-06-17,lazer,Farmácia,169.69
2033-06-18,transporte,Mercado,381.55
2033-06-19,transporte,Mercado,36.09
2033-06-20,assinaturas,Mercado,244.64
2033-06-21,assinaturas,Mercado,314.18
2033-06-22,assinaturas,Mercado,377.4
2033-06-23,assinaturas,Restaurante,264.63
2033-06-24,assinaturas,Restaurante,87.91
2033-06-25,saude,Restaurante,434.22
2033-06-26,alimentacao,Farmácia,47.12
2033-06-27,lazer,Mercado,347.2
2033-06-28,mercado,Taxi/Uber,43.52
2033-06-29,saude,Restaurante,68.82
2033-06-30,assinaturas,Taxi/Uber,404.71
2033-07-01,lazer,Compra,340.12
2033-07-02,mercado,Assinatura mensal,167.65
2033-07-03,transporte,Restaurante,289.23
2033-07-04,saude,Taxi/Uber,208.48
2033-07-05,transporte,Compra,34.61
2033-07-06,lazer,Farmácia,325.9
2033-07-07,alimentacao,Assinatura mensal,344.65
2033-07-08,alimentacao,Mercado,397.64
