id,title,category,completed_at,duration_minutes
2670,Codar app,estudos,2025-04-22 05:00:00,94
2671,Academia,saude,2025-04-22 06:00:00,60
2672,Revisar código,profissional,2025-04-22 07:00:00,59
2673,Projeto pessoal,pessoal,2025-04-22 08:00:00,20
2674,Estudar IA,estudos,2025-04-22 09:00:00,65
2675,Estudar IA,estudos,2025-04-22 10:00:00,80
2676,Academia,pessoal,2025-04-22 11:00:00,51
2677,Planejar semana,estudos,2025-04-22 12:00:00,48
2678,Limpar casa,estudos,2025-04-22 13:00:00,78
2679,Reunião,profissional,2025-04-22 14:00:00,117
2680,Planejar semana,estudos,2025-04-22 15:00:00,57
2681,Reunião,pessoal,2025-04-22 16:00:00,66
2682,Academia,profissional,2025-04-22 17:00:00,30
2683,Reunião,pessoal,2025-04-22 18:00:00,91
2684,Academia,saude,2025-04-22 19:00:00,108
2685,Escrever artigo,pessoal,2025-04-22 20:00:00,29
2686,Planejar semana,pessoal,2025-04-22 21:00:00,24
2687,Planejar semana,profissional,2025-04-22 22:00:00,78
2688,Limpar casa,estudos,2025-04-22 23:00:00,86
2689,Academia,pessoal,2025-04-23 00:00:00,60
2690,Projeto pessoal,profissional,2025-04-23 01:00:00,85
2691,Escrever artigo,saude,2025-04-23 02:00:00,71
2692,Codar app,profissional,2025-04-23 03:00:00,94
2693,Reunião,profissional,2025-04-23 04:00:00,46
2694,Escrever artigo,estudos,2025-04-23 05:00:00,15
2695,Academia,pessoal,2025-04-23 06:00:00,80
2696,Revisar código,saude,2025-04-23 07:00:00,35
2697,Reunião,profissional,2025-04-23 08:00:00,115
2698,Estudar IA,pessoal,2025-04-23 09:00:00,17
2699,Planejar semana,pessoal,2025-04-23 10:00:00,82
2700,Academia,profissional,2025-04-23 11:00:00,100
2701,Estudar IA,pessoal,2025-04-23 12:00:00,13
2702,Limpar casa,profissional,2025-04-23 13:00:00,30
2703,Codar app,profissional,2025-04-23 14:00:00,40
2704,Codar app,profissional,2025-04-23 15:00:00,30
2705,Estudar IA,saude,2025-04-23 16:00:00,113
2706,Planejar semana,profissional,2025-04-23 17:00:00,34
2707,Limpar casa,estudos,2025-04-23 18:00:00,112
2708,Revisar código,pessoal,2025-04-23 19:00:00,24
2709,Planejar semana,saude,2025-04-23 20:00:00,44
2710,Escrever artigo,pessoal,2025-04-23 21:00:00,58
2711,Codar app,saude,2025-04-23 22:00:00,52
2712,Escrever artigo,estudos,2025-04-23 23:00:00,50
2713,Reunião,saude,2025-04-24 00:00:00,46
2714,Projeto pessoal,saude,2025-04-24 01:00:00,66
2715,Academia,saude,2025-04-24 02:00:00,51
2716,Limpar casa,pessoal,2025-04-24 03:00:00,56
2717,Planejar semana,profissional,2025-04-24 04:00:00,101
2718,Codar app,pessoal,2025-04-24 05:00:00,70
2719,Escrever artigo,profissional,2025-04-24 06:00:00,23
2720,Reunião,pessoal,2025-04-24 07:00:00,77
2721,Academia,estudos,2025-04-24 08:00:00,62
2722,Academia,estudos,2025-04-24 09:00:00,93
2723,Planejar semana,saude,2025-04-24 10:00:00,43
2724,Limpar casa,estudos,2025-04-24 11:00:00,85
2725,Revisar código,saude,2025-04-24 12:00:00,106
2726,Planejar semana,profissional,2025-04-24 13:00:00,33
2727,Escrever artigo,estudos,2025-04-24 14:00:00,29
2728,Projeto pessoal,profissional,2025-04-24 15:00:00,78
2729,Estudar IA,pessoal,2025-04-24 16:00:00,111
2730,Revisar código,profissional,2025-04-24 17:00:00,39
2731,Limpar casa,pessoal,2025-04-24 18:00:00,97
2732,Reunião,profissional,2025-04-24 19:00:00,116
2733,Revisar código,profissional,2025-04-24 20:00:00,113
2734,Codar app,estudos,2025-04-24 21:00:00,16
2735,Limpar casa,profissional,2025-04-24 22:00:00,45
2736,Projeto pessoal,estudos,2025-04-24 23:00:00,47
2737,Codar app,estudos,2025-04-25 00:00:00,89
2738,Revisar código,saude,2025-04-25 01:00:00,61
2739,Estudar IA,saude,2025-04-25 02:00:00,24
2740,Estudar IA,pessoal,2025-04-25 03:00:00,55
2741,Projeto pessoal,profissional,2025-04-25 04:00:00,32
2742,Academia,pessoal,2025-04-25 05:00:00,21
2743,Reunião,profissional,2025-04-25 06:00:00,102
2744,Academia,saude,2025-04-25 07:00:00,53
2745,Estudar IA,saude,2025-04-25 08:00:00,24
2746,Estudar IA,profissional,2025-04-25 09:00:00,102
2747,Escrever artigo,profissional,2025-04-25 10:00:00,118
2748,Codar app,saude,2025-04-25 11:00:00,116
2749,Revisar código,saude,2025-04-25 12:00:00,58
2750,Reunião,pessoal,2025-04-25 13:00:00,30
2751,Projeto pessoal,saude,2025-04-25 14:00:00,24
2752,Revisar código,profissional,2025-04-25 15:00:00,23
2753,Escrever artigo,pessoal,2025-04-25 16:00:00,51
2754,Estudar IA,profissional,2025-04-25 17:00:00,117
2755,Projeto pessoal,estudos,2025-04-25 18:00:00,89
2756,Estudar IA,pessoal,2025-04-25 19:00:00,24
2757,Reunião,profissional,2025-04-25 20:00:00,115
2758,Codar app,saude,2025-04-25 21:00:00,72
2759,Revisar código,estudos,2025-04-25 22:00:00,77
2760,Revisar código,profissional,2025-04-25 23:00:00,36
2761,Academia,pessoal,2025-04-26 00:00:00,96
2762,Projeto pessoal,profissional,2025-04-26 01:00:00,102
2763,Escrever artigo,estudos,2025-04-26 02:00:00,114
2764,Academia,pessoal,2025-04-26 03:00:00,62
2765,Reunião,estudos,2025-04-26 04:00:00,61
2766,Escrever artigo,profissional,2025-04-26 05:00:00,72
2767,Codar app,saude,2025-04-26 06:00:00,82
2768,Codar app,saude,2025-04-26 07:00:00,62
2769,Codar app,profissional,2025-04-26 08:00:00,66
2770,Codar app,profissional,2025-04-26 09:00:00,61
2771,Academia,profissional,2025-04-26 10:00:00,116
2772,Limpar casa,pessoal,2025-04-26 11:00:00,52
2773,Escrever artigo,estudos,2025-04-26 12:00:00,16
2774,Projeto pessoal,estudos,2025-04-26 13:00:00,51
2775,Reunião,estudos,2025-04-26 14:00:00,13
2776,Planejar semana,profissional,2025-04-26 15:00:00,78
2777,Estudar IA,estudos,2025-04-26 16:00:00,14
2778,Projeto pessoal,profissional,2025-04-26 17:00:00,84
2779,Estudar IA,pessoal,2025-04-26 18:00:00,114
2780,Escrever artigo,saude,2025-04-26 19:00:00,101
2781,Projeto pessoal,profissional,2025-04-26 20:00:00,89
2782,Codar app,profissional,2025-04-26 21:00:00,50
2783,Codar app,saude,2025-04-26 22:00:00,103
2784,Planejar semana,saude,2025-04-26 23:00:00,13
2785,Estudar IA,pessoal,2025-04-27 00:00:00,11
2786,Reunião,estudos,2025-04-27 01:00:00,119
2787,Escrever artigo,profissional,2025-04-27 02:00:00,76
2788,Codar app,estudos,2025-04-27 03:00:00,30
2789,Limpar casa,profissional,2025-04-27 04:00:00,79
2790,Academia,pessoal,2025-04-27 05:00:00,52
2791,Academia,saude,2025-04-27 06:00:00,91
2792,Reunião,pessoal,2025-04-27 07:00:00,117
2793,Academia,saude,2025-04-27 08:00:00,78
2794,Estudar IA,estudos,2025-04-27 09:00:00,18
2795,Codar app,estudos,2025-04-27 10:00:00,93
2796,Codar app,pessoal,2025-04-27 11:00:00,37
2797,Limpar casa,saude,2025-04-27 12:00:00,35
2798,Projeto pessoal,pessoal,2025-04-27 13:00:00,91
2799,Academia,saude,2025-04-27 14:00:00,92
2800,Estudar IA,saude,2025-04-27 15:00:00,12
2801,Revisar código,estudos,2025-04-27 16:00:00,82
2802,Academia,estudos,2025-04-27 17:00:00,109
2803,Reunião,saude,2025-04-27 18:00:00,104
2804,Projeto pessoal,saude,2025-04-27 19:00:00,58
2805,Academia,saude,2025-04-27 20:00:00,26
2806,Estudar IA,estudos,2025-04-27 21:00:00,72
2807,Academia,estudos,2025-04-27 22:00:00,64
2808,Reunião,profissional,2025-04-27 23:00:00,32
2809,Revisar código,saude,2025-04-28 00:00:00,43
2810,Escrever artigo,profissional,2025-04-28 01:00:00,114
2811,Planejar semana,saude,2025-04-28 02:00:00,114
2812,Revisar código,estudos,2025-04-28 03:00:00,78
2813,Academia,profissional,2025-04-28 04:00:00,24
2814,Codar app,profissional,2025-04-28 05:00:00,56
2815,Limpar casa,pessoal,2025-04-28 06:00:00,12
2816,Codar app,saude,2025-04-28 07:00:00,92
2817,Revisar código,estudos,2025-04-28 08:00:00,37
2818,Codar app,pessoal,2025-04-28 09:00:00,12
2819,Estudar IA,pessoal,2025-04-28 10:00:00,111
2820,Codar app,saude,2025-04-28 11:00:00,13
2821,Projeto pessoal,pessoal,2025-04-28 12:00:00,97
2822,Escrever artigo,saude,2025-04-28 13:00:00,40
2823,Academia,pessoal,2025-04-28 14:00:00,54
2824,Codar app,saude,2025-04-28 15:00:00,68
2825,Reunião,estudos,2025-04-28 16:00:00,54
2826,Escrever artigo,saude,2025-04-28 17:00:00,84
2827,Escrever artigo,saude,2025-04-28 18:00:00,46
2828,Codar app,profissional,2025-04-28 19:00:00,74
2829,Escrever artigo,estudos,2025-04-28 20:00:00,18
2830,Limpar casa,estudos,2025-04-28 21:00:00,26
2831,Codar app,estudos,2025-04-28 22:00:00,74
2832,Estudar IA,pessoal,2025-04-28 23:00:00,12
2833,Revisar código,profissional,2025-04-29 00:00:00,35
2834,Projeto pessoal,estudos,2025-04-29 01:00:00,62
2835,Planejar semana,pessoal,2025-04-29 02:00:00,40
2836,Escrever artigo,pessoal,2025-04-29 03:00:00,35
2837,Estudar IA,pessoal,2025-04-29 04:00:00,32
2838,Academia,profissional,2025-04-29 05:00:00,39
2839,Academia,pessoal,2025-04-29 06:00:00,19
2840,Projeto pessoal,profissional,2025-04-29 07:00:00,81
2841,Escrever artigo,saude,2025-04-29 08:00:00,117
2842,Limpar casa,pessoal,2025-04-29 09:00:00,98
2843,Projeto pessoal,estudos,2025-04-29 10:00:00,73
2844,Escrever artigo,pessoal,2025-04-29 11:00:00,31
2845,Estudar IA,saude,2025-04-29 12:00:00,24
2846,Revisar código,saude,2025-04-29 13:00:00,114
2847,Limpar casa,pessoal,2025-04-29 14:00:00,65
2848,Planejar semana,saude,2025-04-29 15:00:00,83
2849,Academia,profissional,2025-04-29 16:00:00,29
2850,Reunião,profissional,2025-04-29 17:00:00,114
2851,Estudar IA,pessoal,2025-04-29 18:00:00,56
2852,Academia,profissional,2025-04-29 19:00:00,96
2853,Codar app,profissional,2025-04-29 20:00:00,62
2854,Reunião,estudos,2025-04-29 21:00:00,62
2855,Academia,pessoal,2025-04-29 22:00:00,10
2856,Projeto pessoal,saude,2025-04-29 23:00:00,11
2857,Limpar casa,pessoal,2025-04-30 00:00:00,67
2858,Academia,profissional,2025-04-30 01:00:00,28
2859,Planejar semana,estudos,2025-04-30 02:00:00,71
2860,Revisar código,pessoal,2025-04-30 03:00:00,87
2861,Projeto pessoal,pessoal,2025-04-30 04:00:00,81
2862,Estudar IA,profissional,2025-04-30 05:00:00,111
2863,Estudar IA,profissional,2025-04-30 06:00:00,21
2864,Estudar IA,pessoal,2025-04-30 07:00:00,35
2865,Estudar IA,profissional,2025-04-30 08:00:00,36
2866,Revisar código,profissional,2025-04-30 09:00:00,38
2867,Academia,profissional,2025-04-30 10:00:00,24
2868,Escrever artigo,profissional,2025-04-30 11:00:00,55
2869,Academia,profissional,2025-04-30 12:00:00,10
2870,Codar app,estudos,2025-04-30 13:00:00,69
2871,Limpar casa,profissional,2025-04-30 14:00:00,116
2872,Reunião,saude,2025-04-30 15:00:00,101
2873,Escrever artigo,pessoal,2025-04-30 16:00:00,66
2874,Escrever artigo,estudos,2025-04-30 17:00:00,12
2875,Academia,estudos,2025-04-30 18:00:00,27
2876,Escrever artigo,profissional,2025-04-30 19:00:00,61
2877,Codar app,pessoal,2025-04-30 20:00:00,69
2878,Reunião,saude,2025-04-30 21:00:00,43
2879,Planejar semana,profissional,2025-04-30 22:00:00,105
2880,Revisar código,pessoal,2025-04-30 23:00:00,102
2881,Academia,profissional,2025-05-01 00:00:00,98
2882,Revisar código,profissional,2025-05-01 01:00:00,69
2883,Planejar semana,profissional,2025-05-01 02:00:00,35
2884,Academia,profissional,2025-05-01 03:00:00,112
2885,Academia,profissional,2025-05-01 04:00:00,81
2886,Reunião,profissional,2025-05-01 05:00:00,28
2887,Revisar código,profissional,2025-05-01 06:00:00,115
2888,Estudar IA,saude,2025-05-01 07:00:00,31
2889,Revisar código,estudos,2025-05-01 08:00:00,102
2890,Limpar casa,saude,2025-05-01 09:00:00,42
2891,Limpar casa,profissional,2025-05-01 10:00:00,47
2892,Academia,profissional,2025-05-01 11:00:00,118
2893,Estudar IA,saude,2025-05-01 12:00:00,119
2894,Projeto pessoal,saude,2025-05-01 13:00:00,44
2895,Planejar semana,estudos,2025-05-01 14:00:00,116
2896,Codar app,saude,2025-05-01 15:00:00,76
2897,Estudar IA,estudos,2025-05-01 16:00:00,92
2898,Codar app,profissional,2025-05-01 17:00:00,19
2899,Revisar código,pessoal,2025-05-01 18:00:00,100
2900,Revisar código,pessoal,2025-05-01 19:00:00,24
2901,Codar app,pessoal,2025-05-01 20:00:00,20
2902,Planejar semana,pessoal,2025-05-01 21:00:00,99
2903,Estudar IA,profissional,2025-05-01 22:00:00,33
2904,Projeto pessoal,pessoal,2025-05-01 23:00:00,86
2905,Academia,saude,2025-05-02 00:00:00,105
2906,Reunião,saude,2025-05-02 01:00:00,110
2907,Revisar código,pessoal,2025-05-02 02:00:00,13
2908,Limpar casa,saude,2025-05-02 03:00:00,22
2909,Planejar semana,estudos,2025-05-02 04:00:00,82
2910,Reunião,profissional,2025-05-02 05:00:00,66
2911,Projeto pessoal,pessoal,2025-05-02 06:00:00,107
2912,Escrever artigo,pessoal,2025-05-02 07:00:00,46
2913,Academia,profissional,2025-05-02 08:00:00,57
2914,Revisar código,saude,2025-05-02 09:00:00,80
2915,Academia,profissional,2025-05-02 10:00:00,10
2916,Reunião,profissional,2025-05-02 11:00:00,69
2917,Academia,saude,2025-05-02 12:00:00,21
2918,Escrever artigo,profissional,2025-05-02 13:00:00,30
2919,Reunião,saude,2025-05-02 14:00:00,20
2920,Revisar código,saude,2025-05-02 15:00:00,53
2921,Estudar IA,profissional,2025-05-02 16:00:00,67
2922,Limpar casa,estudos,2025-05-02 17:00:00,117
2923,Reunião,saude,2025-05-02 18:00:00,53
2924,Escrever artigo,profissional,2025-05-02 19:00:00,87
2925,Reunião,saude,2025-05-02 20:00:00,107
2926,Reunião,estudos,2025-05-02 21:00:00,43
2927,Revisar código,estudos,2025-05-02 22:00:00,34
2928,Reunião,pessoal,2025-05-02 23:00:00,13
2929,Limpar casa,saude,2025-05-03 00:00:00,73
2930,Academia,saude,2025-05-03 01:00:00,99
2931,Revisar código,profissional,2025-05-03 02:00:00,25
2932,Limpar casa,saude,2025-05-03 03:00:00,19
2933,Revisar código,pessoal,2025-05-03 04:00:00,118
2934,Limpar casa,estudos,2025-05-03 05:00:00,75
2935,Escrever artigo,estudos,2025-05-03 06:00:00,44
2936,Limpar casa,pessoal,2025-05-03 07:00:00,92
2937,Codar app,saude,2025-05-03 08:00:00,15
2938,Limpar casa,saude,2025-05-03 09:00:00,28
2939,Estudar IA,pessoal,2025-05-03 10:00:00,68
2940,Estudar IA,profissional,2025-05-03 11:00:00,62
2941,Planejar semana,estudos,2025-05-03 12:00:00,17
2942,Codar app,pessoal,2025-05-03 13:00:00,87
2943,Codar app,pessoal,2025-05-03 14:00:00,19
2944,Academia,saude,2025-05-03 15:00:00,76
2945,Codar app,estudos,2025-05-03 16:00:00,47
2946,Academia,saude,2025-05-03 17:00:00,38
2947,Planejar semana,pessoal,2025-05-03 18:00:00,24
2948,Planejar semana,profissional,2025-05-03 19:00:00,96
2949,Escrever artigo,estudos,2025-05-03 20:00:00,32
2950,Estudar IA,pessoal,2025-05-03 21:00:00,91
2951,Limpar casa,pessoal,2025-05-03 22:00:00,55
2952,Limpar casa,profissional,2025-05-03 23:00:00,92
2953,Projeto pessoal,pessoal,2025-05-04 00:00:00,37
2954,Revisar código,pessoal,2025-05-04 01:00:00,35
2955,Escrever artigo,estudos,2025-05-04 02:00:00,19
2956,Projeto pessoal,estudos,2025-05-04 03:00:00,56
2957,Projeto pessoal,estudos,2025-05-04 04:00:00,13
2958,Reunião,saude,2025-05-04 05:00:00,64
2959,Reunião,profissional,2025-05-04 06:00:00,75
2960,Projeto pessoal,estudos,2025-05-04 07:00:00,76
2961,Codar app,saude,2025-05-04 08:00:00,16
2962,Revisar código,saude,2025-05-04 09:00:00,64
2963,Escrever artigo,profissional,2025-05-04 10:00:00,89
2964,Projeto pessoal,profissional,2025-05-04 11:00:00,40
2965,Limpar casa,pessoal,2025-05-04 12:00:00,83
2966,Revisar código,saude,2025-05-04 13:00:00,28
2967,Reunião,estudos,2025-05-04 14:00:00,37
2968,Limpar casa,profissional,2025-05-04 15:00:00,90
2969,Reunião,saude,2025-05-04 16:00:00,37
2970,Reunião,estudos,2025-05-04 17:00:00,28
2971,Revisar código,saude,2025-05-04 18:00:00,110
2972,Reunião,profissional,2025-05-04 19:00:00,96
2973,Planejar semana,pessoal,2025-05-04 20:00:00,29
2974,Estudar IA,saude,2025-05-04 21:00:00,22
2975,Planejar semana,estudos,2025-05-04 22:00:00,86
2976,Estudar IA,profissional,2025-05-04 23:00:00,52
2977,Reunião,pessoal,2025-05-05 00:00:00,20
2978,Escrever artigo,estudos,2025-05-05 01:00:00,57
2979,Escrever artigo,estudos,2025-05-05 02:00:00,24
2980,Estudar IA,estudos,2025-05-05 03:00:00,26
2981,Limpar casa,saude,2025-05-05 04:00:00,63
2982,Revisar código,profissional,2025-05-05 05:00:00,59
2983,Reunião,estudos,2025-05-05 06:00:00,37
2984,Revisar código,saude,2025-05-05 07:00:00,92
2985,Planejar semana,profissional,2025-05-05 08:00:00,13
2986,Escrever artigo,profissional,2025-05-05 09:00:00,31
2987,Codar app,saude,2025-05-05 10:00:00,95
2988,Planejar semana,saude,2025-05-05 11:00:00,110
2989,Planejar semana,estudos,2025-05-05 12:00:00,48
2990,Estudar IA,profissional,2025-05-05 13:00:00,43
2991,Academia,pessoal,2025-05-05 14:00:00,106
2992,Planejar semana,saude,2025-05-05 15:00:00,53
2993,Reunião,profissional,2025-05-05 16:00:00,51
2994,Projeto pessoal,profissional,2025-05-05 17:00:00,49
2995,Projeto pessoal,estudos,2025-05-05 18:00:00,106
2996,Reunião,pessoal,2025-05-05 19:00:00,21
2997,Academia,estudos,2025-05-05 20:00:00,11
2998,Academia,pessoal,2025-05-05 21:00:00,37
2999,Estudar IA,pessoal,2025-05-05 22:00:00,83
3000,Escrever artigo,saude,2025-05-05 23:00:00,95
3001,Revisar código,profissional,2025-05-06 00:00:00,90
3002,Academia,profissional,2025-05-06 01:00:00,99
3003,Codar app,profissional,2025-05-06 02:00:00,76
3004,Estudar IA,pessoal,2025-05-06 03:00:00,80
3005,Limpar casa,profissional,2025-05-06 04:00:00,117
3006,Estudar IA,saude,2025-05-06 05:00:00,81
3007,Planejar semana,pessoal,2025-05-06 06:00:00,93
3008,Revisar código,pessoal,2025-05-06 07:00:00,85
3009,Limpar casa,pessoal,2025-05-06 08:00:00,108
3010,Limpar casa,pessoal,2025-05-06 09:00:00,90
3011,Codar app,saude,2025-05-06 10:00:00,101
3012,Codar app,profissional,2025-05-06 11:00:00,114
3013,Codar app,saude,2025-05-06 12:00:00,19
3014,Estudar IA,profissional,2025-05-06 13:00:00,95
3015,Revisar código,saude,2025-05-06 14:00:00,111
3016,Estudar IA,estudos,2025-05-06 15:00:00,66
3017,Projeto pessoal,estudos,2025-05-06 16:00:00,106
3018,Planejar semana,estudos,2025-05-06 17:00:00,95
3019,Planejar semana,estudos,2025-05-06 18:00:00,117
3020,Codar app,pessoal,2025-05-06 19:00:00,46
3021,Projeto pessoal,pessoal,2025-05-06 20:00:00,86
3022,Academia,saude,2025-05-06 21:00:00,100
3023,Academia,saude,2025-05-06 22:00:00,73
3024,Codar app,estudos,2025-05-06 23:00:00,88
3025,Estudar IA,profissional,2025-05-07 00:00:00,95
3026,Codar app,estudos,2025-05-07 01:00:00,103
3027,Escrever artigo,saude,2025-05-07 02:00:00,116
3028,Limpar casa,estudos,2025-05-07 03:00:00,49
3029,Planejar semana,saude,2025-05-07 04:00:00,110
3030,Academia,estudos,2025-05-07 05:00:00,107
3031,Reunião,profissional,2025-05-07 06:00:00,117
3032,Academia,estudos,2025-05-07 07:00:00,69
3033,Planejar semana,profissional,2025-05-07 08:00:00,107
3034,Limpar casa,profissional,2025-05-07 09:00:00,57
3035,Planejar semana,saude,2025-05-07 10:00:00,108
3036,Reunião,profissional,2025-05-07 11:00:00,115
3037,Codar app,pessoal,2025-05-07 12:00:00,28
3038,Projeto pessoal,pessoal,2025-05-07 13:00:00,81
3039,Reunião,pessoal,2025-05-07 14:00:00,112
3040,Planejar semana,saude,2025-05-07 15:00:00,42
3041,Planejar semana,pessoal,2025-05-07 16:00:00,53
3042,Escrever artigo,saude,2025-05-07 17:00:00,101
3043,Escrever artigo,saude,2025-05-07 18:00:00,46
3044,Revisar código,pessoal,2025-05-07 19:00:00,98
3045,Escrever artigo,profissional,2025-05-07 20:00:00,45
3046,Estudar IA,estudos,2025-05-07 21:00:00,90
3047,Projeto pessoal,saude,2025-05-07 22:00:00,97
3048,Limpar casa,pessoal,2025-05-07 23:00:00,30
3049,Reunião,saude,2025-05-08 00:00:00,11
3050,Planejar semana,profissional,2025-05-08 01:00:00,40
3051,Revisar código,profissional,2025-05-08 02:00:00,117
3052,Revisar código,pessoal,2025-05-08 03:00:00,106
3053,Limpar casa,saude,2025-05-08 04:00:00,39
3054,Projeto pessoal,estudos,2025-05-08 05:00:00,85
3055,Reunião,estudos,2025-05-08 06:00:00,53
3056,Academia,saude,2025-05-08 07:00:00,21
3057,Escrever artigo,saude,2025-05-08 08:00:00,60
3058,Codar app,saude,2025-05-08 09:00:00,58
3059,Revisar código,pessoal,2025-05-08 10:00:00,33
3060,Escrever artigo,profissional,2025-05-08 11:00:00,33
3061,Escrever artigo,estudos,2025-05-08 12:00:00,69
3062,Estudar IA,pessoal,2025-05-08 13:00:00,20
3063,Projeto pessoal,saude,2025-05-08 14:00:00,22
3064,Codar app,saude,2025-05-08 15:00:00,100
3065,Academia,profissional,2025-05-08 16:00:00,81
3066,Planejar semana,saude,2025-05-08 17:00:00,83
3067,Estudar IA,pessoal,2025-05-08 18:00:00,81
3068,Escrever artigo,pessoal,2025-05-08 19:00:00,73
3069,Escrever artigo,profissional,2025-05-08 20:00:00,29
3070,Codar app,pessoal,2025-05-08 21:00:00,81
3071,Codar app,estudos,2025-05-08 22:00:00,82
3072,Codar app,pessoal,2025-05-08 23:00:00,80
3073,Escrever artigo,pessoal,2025-05-09 00:00:00,87
3074,Revisar código,pessoal,2025-05-09 01:00:00,37
3075,Reunião,estudos,2025-05-09 02:00:00,11
3076,Escrever artigo,saude,2025-05-09 03:00:00,52
3077,Estudar IA,pessoal,2025-05-09 04:00:00,17
3078,Projeto pessoal,profissional,2025-05-09 05:00:00,22
3079,Academia,estudos,2025-05-09 06:00:00,94
3080,Planejar semana,profissional,2025-05-09 07:00:00,101
3081,Academia,pessoal,2025-05-09 08:00:00,44
3082,Escrever artigo,profissional,2025-05-09 09:00:00,32
3083,Estudar IA,pessoal,2025-05-09 10:00:00,55
3084,Escrever artigo,estudos,2025-05-09 11:00:00,24
3085,Projeto pessoal,profissional,2025-05-09 12:00:00,11
3086,Revisar código,profissional,2025-05-09 13:00:00,70
3087,Planejar semana,pessoal,2025-05-09 14:00:00,85
3088,Projeto pessoal,pessoal,2025-05-09 15:00:00,73
3089,Escrever artigo,saude,2025-05-09 16:00:00,61
3090,Estudar IA,pessoal,2025-05-09 17:00:00,45
3091,Projeto pessoal,pessoal,2025-05-09 18:00:00,76
3092,Limpar casa,saude,2025-05-09 19:00:00,78
3093,Estudar IA,pessoal,2025-05-09 20:00:00,76
3094,Revisar código,pessoal,2025-05-09 21:00:00,56
3095,Escrever artigo,saude,2025-05-09 22:00:00,92
3096,Codar app,estudos,2025-05-09 23:00:00,11
3097,Planejar semana,estudos,2025-05-10 00:00:00,53
3098,Reunião,pessoal,2025-05-10 01:00:00,110
3099,Codar app,pessoal,2025-05-10 02:00:00,73
3100,Escrever artigo,saude,2025-05-10 03:00:00,90
3101,Limpar casa,saude,2025-05-10 04:00:00,87
3102,Codar app,estudos,2025-05-10 05:00:00,37
3103,Planejar semana,profissional,2025-05-10 06:00:00,100
3104,Estudar IA,pessoal,2025-05-10 07:00:00,63
3105,Limpar casa,profissional,2025-05-10 08:00:00,83
3106,Limpar casa,profissional,2025-05-10 09:00:00,76
3107,Projeto pessoal,saude,2025-05-10 10:00:00,45
3108,Planejar semana,pessoal,2025-05-10 11:00:00,111
3109,Codar app,pessoal,2025-05-10 12:00:00,72
3110,Projeto pessoal,saude,2025-05-10 13:00:00,34
3111,Limpar casa,profissional,2025-05-10 14:00:00,95
3112,Projeto pessoal,saude,2025-05-10 15:00:00,57
3113,Academia,estudos,2025-05-10 16:00:00,48
3114,Planejar semana,pessoal,2025-05-10 17:00:00,56
3115,Revisar código,estudos,2025-05-10 18:00:00,103
3116,Estudar IA,saude,2025-05-10 19:00:00,30
3117,Limpar casa,pessoal,2025-05-10 20:00:00,39
3118,Planejar semana,estudos,2025-05-10 21:00:00,101
3119,Revisar código,estudos,2025-05-10 22:00:00,40
3120,Revisar código,profissional,2025-05-10 23:00:00,35
3121,Escrever artigo,pessoal,2025-05-11 00:00:00,116
3122,Projeto pessoal,estudos,2025-05-11 01:00:00,31
3123,Revisar código,estudos,2025-05-11 02:00:00,30
3124,Academia,profissional,2025-05-11 03:00:00,10
3125,Planejar semana,estudos,2025-05-11 04:00:00,46
3126,Reunião,estudos,2025-05-11 05:00:00,86
3127,Reunião,estudos,2025-05-11 06:00:00,94
3128,Limpar casa,profissional,2025-05-11 07:00:00,55
3129,Projeto pessoal,estudos,2025-05-11 08:00:00,18
3130,Revisar código,estudos,2025-05-11 09:00:00,26
3131,Planejar semana,pessoal,2025-05-11 10:00:00,56
3132,Limpar casa,pessoal,2025-05-11 11:00:00,94
3133,Codar app,profissional,2025-05-11 12:00:00,104
3134,Revisar código,saude,2025-05-11 13:00:00,112
3135,Projeto pessoal,pessoal,2025-05-11 14:00:00,68
3136,Reunião,profissional,2025-05-11 15:00:00,63
3137,Escrever artigo,estudos,2025-05-11 16:00:00,95
3138,Planejar semana,estudos,2025-05-11 17:00:00,21
3139,Estudar IA,profissional,2025-05-11 18:00:00,73
3140,Limpar casa,estudos,2025-05-11 19:00:00,15
3141,Planejar semana,estudos,2025-05-11 20:00:00,62
3142,Planejar semana,saude,2025-05-11 21:00:00,25
3143,Academia,estudos,2025-05-11 22:00:00,99
3144,Codar app,pessoal,2025-05-11 23:00:00,14
3145,Revisar código,estudos,2025-05-12 00:00:00,82
3146,Revisar código,profissional,2025-05-12 01:00:00,55
3147,Projeto pessoal,saude,2025-05-12 02:00:00,113
3148,Estudar IA,estudos,2025-05-12 03:00:00,23
3149,Estudar IA,profissional,2025-05-12 04:00:00,53
3150,Projeto pessoal,pessoal,2025-05-12 05:00:00,72
3151,Escrever artigo,estudos,2025-05-12 06:00:00,115
3152,Revisar código,saude,2025-05-12 07:00:00,103
3153,Escrever artigo,estudos,2025-05-12 08:00:00,61
3154,Planejar semana,profissional,2025-05-12 09:00:00,35
3155,Planejar semana,saude,2025-05-12 10:00:00,62
3156,Reunião,estudos,2025-05-12 11:00:00,118
3157,Estudar IA,pessoal,2025-05-12 12:00:00,38
3158,Reunião,saude,2025-05-12 13:00:00,28
3159,Codar app,pessoal,2025-05-12 14:00:00,56
3160,Projeto pessoal,profissional,2025-05-12 15:00:00,17
3161,Projeto pessoal,estudos,2025-05-12 16:00:00,32
